id,cooperado,valor,hora,dispositivo_novo,chave_nova,classificacao,transacao_alta,score_risco
4822,115,447,9,1,1,NORMAL,False,30
4823,349,618,5,0,1,NORMAL,False,10
4824,172,9694,0,1,0,RISCO_ALTO,True,70
4825,155,79,0,1,1,NORMAL,False,30
4826,475,1094,8,0,0,NORMAL,False,0
4827,455,2511,2,1,0,NORMAL,False,20
4828,371,2326,0,1,1,NORMAL,False,30
4829,436,1610,16,0,0,NORMAL,False,0
4830,470,3476,21,0,1,NORMAL,True,40
4831,336,3905,18,0,0,NORMAL,True,30
4832,355,4841,7,0,1,NORMAL,True,40
4833,159,7238,1,1,1,RISCO_ALTO,True,80
4834,184,6965,5,1,1,RISCO_ALTO,True,80
4835,226,166,15,0,0,NORMAL,False,0
4836,162,5865,7,1,1,RISCO_ALTO,True,80
4837,391,4936,19,0,0,NORMAL,True,30
4838,161,9482,19,1,0,RISCO_ALTO,True,70
4839,135,8019,4,0,1,NORMAL,True,60
4840,298,7811,16,0,0,NORMAL,True,50
4841,459,1727,11,0,1,NORMAL,False,10
4842,460,5511,20,1,0,RISCO_ALTO,True,70
4843,403,7160,0,0,0,NORMAL,True,50
4844,490,2790,22,1,1,NORMAL,False,50
4845,203,3278,22,1,1,RISCO_MEDIO,True,80
4846,290,6290,22,1,0,RISCO_ALTO,True,90
4847,358,8844,13,0,0,NORMAL,True,50
4848,431,32,19,0,0,NORMAL,False,0
4849,159,8868,11,0,0,NORMAL,True,50
4850,251,9145,15,1,1,RISCO_ALTO,True,80
4851,442,4029,15,0,1,NORMAL,True,40
4852,256,6442,0,0,0,NORMAL,True,50
4853,192,1778,18,1,1,NORMAL,False,30
4854,187,7546,17,0,0,NORMAL,True,50
4855,210,495,10,1,0,NORMAL,False,20
4856,293,5527,8,1,0,RISCO_ALTO,True,70
4857,159,3289,19,0,1,NORMAL,True,40
4858,346,8063,22,1,0,RISCO_ALTO,True,90
4859,475,7361,19,0,1,NORMAL,True,60
4860,202,2299,19,0,0,NORMAL,False,0
4861,179,185,17,0,1,NORMAL,False,10
4862,249,2017,11,0,1,NORMAL,False,10
4863,381,6570,3,0,1,NORMAL,True,60
4864,213,8844,16,1,0,RISCO_ALTO,True,70
4865,356,7438,8,1,0,RISCO_ALTO,True,70
4866,284,3375,3,0,1,NORMAL,True,40
4867,372,1611,17,1,1,NORMAL,False,30
4868,463,2339,15,1,1,NORMAL,False,30
4869,212,3351,2,0,0,NORMAL,True,30
4870,476,5098,9,1,0,RISCO_ALTO,True,70
4871,471,9771,17,0,1,NORMAL,True,60
4872,273,7536,5,0,1,NORMAL,True,60
4873,113,9361,9,0,1,NORMAL,True,60
4874,105,2527,11,0,1,NORMAL,False,10
4875,310,1461,4,0,0,NORMAL,False,0
4876,308,6819,10,0,0,NORMAL,True,50
4877,200,3562,20,1,0,NORMAL,True,50
4878,373,5089,10,1,1,RISCO_ALTO,True,80
4879,194,6387,6,1,0,RISCO_ALTO,True,70
4880,420,300,9,1,0,NORMAL,False,20
4881,175,6308,8,1,1,RISCO_ALTO,True,80
4882,248,8228,6,1,0,RISCO_ALTO,True,70
4883,365,757,10,1,1,NORMAL,False,30
4884,409,558,4,0,0,NORMAL,False,0
4885,304,7979,6,0,0,NORMAL,True,50
4886,111,4149,20,0,1,NORMAL,True,40
4887,355,1439,5,0,1,NORMAL,False,10
4888,359,2933,21,0,1,NORMAL,False,10
4889,185,76,15,0,0,NORMAL,False,0
4890,397,3416,16,0,0,NORMAL,True,30
4891,310,1624,10,1,1,NORMAL,False,30
4892,350,3892,15,1,1,NORMAL,True,60
4893,389,8289,1,0,1,NORMAL,True,60
4894,202,3912,23,1,0,RISCO_MEDIO,True,70
4895,137,726,14,1,1,NORMAL,False,30
4896,267,7741,4,0,1,NORMAL,True,60
4897,185,3460,0,0,1,NORMAL,True,40
4898,439,4614,6,0,1,NORMAL,True,40
4899,144,3135,21,1,0,NORMAL,True,50
4900,359,3012,2,1,0,NORMAL,True,50
4901,136,5603,2,0,0,NORMAL,True,50
4902,193,5149,16,0,0,NORMAL,True,50
4903,409,6574,1,0,0,NORMAL,True,50
4904,258,7821,0,0,1,NORMAL,True,60
4905,350,4567,12,1,1,NORMAL,True,60
4906,465,1468,6,0,1,NORMAL,False,10
4907,337,1049,14,1,0,NORMAL,False,20
4908,472,1800,13,1,1,NORMAL,False,30
4909,395,2631,10,0,1,NORMAL,False,10
4910,280,2694,10,1,1,NORMAL,False,30
4911,325,3863,7,0,1,NORMAL,True,40
4912,394,9374,23,1,0,RISCO_ALTO,True,90
4913,175,1558,19,1,0,NORMAL,False,20
4914,249,3631,18,1,0,NORMAL,True,50
4915,500,8554,18,1,1,RISCO_ALTO,True,80
4916,216,9232,1,0,0,NORMAL,True,50
4917,389,5116,8,0,0,NORMAL,True,50
4918,485,9465,9,0,1,NORMAL,True,60
4919,482,5856,13,1,1,RISCO_ALTO,True,80
4920,410,738,10,1,0,NORMAL,False,20
4921,267,4494,2,0,1,NORMAL,True,40
4922,309,5985,1,0,0,NORMAL,True,50
4923,350,4947,14,1,1,NORMAL,True,60
4924,199,2242,19,0,1,NORMAL,False,10
4925,283,555,6,0,0,NORMAL,False,0
4926,348,1433,12,0,1,NORMAL,False,10
4927,128,9810,20,0,1,NORMAL,True,60
4928,288,9676,3,1,1,RISCO_ALTO,True,80
4929,180,4916,3,1,1,NORMAL,True,60
4930,131,2217,20,1,1,NORMAL,False,30
4931,115,9457,7,0,0,NORMAL,True,50
4932,477,1166,21,0,1,NORMAL,False,10
4933,108,5675,5,0,0,NORMAL,True,50
4934,288,1281,1,0,0,NORMAL,False,0
4935,393,3976,22,1,0,RISCO_MEDIO,True,70
4936,319,7812,16,0,0,NORMAL,True,50
4937,193,3297,17,1,0,NORMAL,True,50
4938,242,4899,7,0,1,NORMAL,True,40
4939,279,6732,23,0,1,RISCO_MEDIO,True,80
4940,157,8221,9,0,0,NORMAL,True,50
4941,496,6637,2,1,1,RISCO_ALTO,True,80
4942,237,999,0,1,1,NORMAL,False,30
4943,107,5681,11,1,1,RISCO_ALTO,True,80
4944,464,5676,19,0,0,NORMAL,True,50
4945,456,9405,10,1,1,RISCO_ALTO,True,80
4946,331,6996,3,1,0,RISCO_ALTO,True,70
4947,132,1568,4,1,0,NORMAL,False,20
4948,424,2453,4,1,1,NORMAL,False,30
4949,270,9294,23,0,1,RISCO_MEDIO,True,80
4950,166,2108,1,1,1,NORMAL,False,30
4951,363,1977,16,0,0,NORMAL,False,0
4952,319,416,4,1,1,NORMAL,False,30
4953,428,3644,15,0,1,NORMAL,True,40
4954,483,6277,18,0,1,NORMAL,True,60
4955,456,3286,11,1,0,NORMAL,True,50
4956,258,7383,18,0,1,NORMAL,True,60
4957,309,4038,10,0,0,NORMAL,True,30
4958,333,492,11,1,1,NORMAL,False,30
4959,142,7457,2,1,0,RISCO_ALTO,True,70
4960,443,2374,2,1,0,NORMAL,False,20
4961,100,34,19,1,1,NORMAL,False,30
4962,335,6504,15,1,1,RISCO_ALTO,True,80
4963,102,6587,9,0,1,NORMAL,True,60
4964,301,8842,17,1,1,RISCO_ALTO,True,80
4965,141,8437,13,1,1,RISCO_ALTO,True,80
4966,437,2307,10,0,0,NORMAL,False,0
4967,491,221,5,0,1,NORMAL,False,10
4968,441,9934,17,1,0,RISCO_ALTO,True,70
4969,269,7038,9,1,1,RISCO_ALTO,True,80
4970,271,5354,5,1,0,RISCO_ALTO,True,70
4971,147,8795,10,0,0,NORMAL,True,50
4972,380,2295,20,1,0,NORMAL,False,20
4973,178,7958,3,1,0,RISCO_ALTO,True,70
4974,390,4988,5,0,0,NORMAL,True,30
4975,183,7395,1,1,0,RISCO_ALTO,True,70
4976,232,230,6,1,0,NORMAL,False,20
4977,236,758,17,1,1,NORMAL,False,30
4978,401,2519,23,0,1,NORMAL,False,30
4979,104,6200,3,1,0,RISCO_ALTO,True,70
4980,231,7836,14,0,1,NORMAL,True,60
4981,328,6815,13,0,0,NORMAL,True,50
4982,338,6150,15,1,1,RISCO_ALTO,True,80
4983,355,221,2,1,0,NORMAL,False,20
4984,200,6691,2,1,0,RISCO_ALTO,True,70
4985,226,5676,22,0,0,RISCO_MEDIO,True,70
4986,430,1160,21,1,0,NORMAL,False,20
4987,121,5751,3,0,0,NORMAL,True,50
4988,154,9760,19,1,0,RISCO_ALTO,True,70
4989,401,5218,23,0,0,RISCO_MEDIO,True,70
4990,439,26,5,0,1,NORMAL,False,10
4991,334,3941,1,0,0,NORMAL,True,30
4992,442,315,16,0,1,NORMAL,False,10
4993,219,1019,7,1,0,NORMAL,False,20
4994,305,1405,3,0,0,NORMAL,False,0
4995,415,4068,3,0,1,NORMAL,True,40
4996,377,474,3,1,0,NORMAL,False,20
4997,380,5501,19,0,1,NORMAL,True,60
4998,488,4454,13,1,1,NORMAL,True,60
4999,347,6252,20,1,0,RISCO_ALTO,True,70
5000,201,3209,21,1,1,NORMAL,True,60
5001,162,7927,14,0,1,NORMAL,True,60
5002,494,7708,23,0,0,RISCO_MEDIO,True,70
5003,430,3567,21,0,1,NORMAL,True,40
5004,158,4392,17,0,1,NORMAL,True,40
5005,273,5310,2,1,1,RISCO_ALTO,True,80
5006,135,3644,15,0,0,NORMAL,True,30
5007,301,9314,7,1,1,RISCO_ALTO,True,80
5008,473,3021,23,1,0,RISCO_MEDIO,True,70
5009,283,635,3,1,1,NORMAL,False,30
5010,156,7664,3,1,1,RISCO_ALTO,True,80
5011,188,4786,9,1,0,NORMAL,True,50
5012,319,9463,11,1,1,RISCO_ALTO,True,80
5013,216,8204,10,0,0,NORMAL,True,50
5014,420,4747,5,0,1,NORMAL,True,40
5015,336,6366,20,1,0,RISCO_ALTO,True,70
5016,368,7616,14,1,0,RISCO_ALTO,True,70
5017,381,8140,20,1,1,RISCO_ALTO,True,80
5018,363,9355,21,0,1,NORMAL,True,60
5019,279,2313,15,0,0,NORMAL,False,0
5020,223,7930,3,1,0,RISCO_ALTO,True,70
5021,195,17,0,1,0,NORMAL,False,20
5022,340,5364,13,1,0,RISCO_ALTO,True,70
5023,377,563,9,1,0,NORMAL,False,20
5024,262,2466,6,0,1,NORMAL,False,10
5025,126,3801,3,0,0,NORMAL,True,30
5026,439,1537,15,0,0,NORMAL,False,0
5027,484,8070,13,1,1,RISCO_ALTO,True,80
5028,343,590,8,0,0,NORMAL,False,0
5029,231,6452,4,0,0,NORMAL,True,50
5030,252,5938,18,0,0,NORMAL,True,50
5031,274,5175,18,1,1,RISCO_ALTO,True,80
5032,250,5115,11,1,0,RISCO_ALTO,True,70
5033,206,1901,2,0,1,NORMAL,False,10
5034,126,4310,10,1,1,NORMAL,True,60
5035,486,4701,5,0,0,NORMAL,True,30
5036,420,8926,4,1,0,RISCO_ALTO,True,70
5037,193,3618,19,1,1,NORMAL,True,60
5038,175,2842,9,1,1,NORMAL,False,30
5039,104,9165,7,1,0,RISCO_ALTO,True,70
5040,472,2977,16,0,1,NORMAL,False,10
5041,475,2174,7,1,0,NORMAL,False,20
5042,185,10,21,0,0,NORMAL,False,0
5043,457,7183,2,0,1,NORMAL,True,60
5044,105,1052,11,1,1,NORMAL,False,30
5045,285,6393,10,0,0,NORMAL,True,50
5046,432,1364,3,0,1,NORMAL,False,10
5047,427,6290,8,1,0,RISCO_ALTO,True,70
5048,109,1369,6,0,1,NORMAL,False,10
5049,268,9664,4,0,0,NORMAL,True,50
5050,429,5833,14,1,1,RISCO_ALTO,True,80
5051,202,8002,8,1,1,RISCO_ALTO,True,80
5052,498,520,20,1,1,NORMAL,False,30
5053,460,3993,13,0,1,NORMAL,True,40
5054,288,4535,4,1,1,NORMAL,True,60
5055,262,2191,8,0,0,NORMAL,False,0
5056,443,4420,9,1,0,NORMAL,True,50
5057,324,4758,6,0,0,NORMAL,True,30
5058,302,3147,6,0,1,NORMAL,True,40
5059,317,8812,4,1,0,RISCO_ALTO,True,70
5060,477,1169,12,1,0,NORMAL,False,20
5061,260,7172,3,0,0,NORMAL,True,50
5062,373,9667,6,0,1,NORMAL,True,60
5063,478,1858,3,0,0,NORMAL,False,0
5064,301,5076,15,0,1,NORMAL,True,60
5065,357,4028,7,0,0,NORMAL,True,30
5066,325,4220,8,0,1,NORMAL,True,40
5067,476,813,0,1,0,NORMAL,False,20
5068,282,9971,0,1,1,RISCO_ALTO,True,80
5069,482,940,16,1,0,NORMAL,False,20
5070,162,5405,1,1,1,RISCO_ALTO,True,80
5071,135,111,23,0,0,NORMAL,False,20
5072,323,6796,10,1,1,RISCO_ALTO,True,80
5073,376,3138,8,1,0,NORMAL,True,50
5074,102,1629,21,0,1,NORMAL,False,10
5075,395,2343,21,0,1,NORMAL,False,10
5076,182,6355,3,1,0,RISCO_ALTO,True,70
5077,414,3680,13,0,0,NORMAL,True,30
5078,338,998,18,0,1,NORMAL,False,10
5079,426,657,13,1,0,NORMAL,False,20
5080,498,6727,18,0,0,NORMAL,True,50
5081,426,4093,14,1,1,NORMAL,True,60
5082,322,4896,12,0,1,NORMAL,True,40
5083,447,6520,22,0,1,RISCO_MEDIO,True,80
5084,435,4497,10,0,1,NORMAL,True,40
5085,361,8470,4,1,0,RISCO_ALTO,True,70
5086,154,5105,23,1,1,RISCO_ALTO,True,100
5087,284,4720,12,1,1,NORMAL,True,60
5088,178,3133,17,1,1,NORMAL,True,60
5089,456,2545,16,0,0,NORMAL,False,0
5090,284,2241,6,1,0,NORMAL,False,20
5091,142,3582,7,0,1,NORMAL,True,40
5092,292,5483,14,1,0,RISCO_ALTO,True,70
5093,197,4930,19,1,0,NORMAL,True,50
5094,238,1399,23,0,0,NORMAL,False,20
5095,128,2307,15,1,1,NORMAL,False,30
5096,282,9287,16,1,1,RISCO_ALTO,True,80
5097,438,5341,21,0,0,NORMAL,True,50
5098,441,3940,16,1,0,NORMAL,True,50
5099,341,8118,10,1,1,RISCO_ALTO,True,80
5100,355,5943,10,1,0,RISCO_ALTO,True,70
5101,313,4589,4,1,1,NORMAL,True,60
5102,433,2698,11,1,0,NORMAL,False,20
5103,428,3962,3,0,0,NORMAL,True,30
5104,117,4948,20,1,0,NORMAL,True,50
5105,221,9784,18,1,1,RISCO_ALTO,True,80
5106,329,8712,8,0,0,NORMAL,True,50
5107,236,5081,6,0,1,NORMAL,True,60
5108,307,8335,16,0,1,NORMAL,True,60
5109,151,1096,15,1,1,NORMAL,False,30
5110,446,6878,10,0,0,NORMAL,True,50
5111,227,4538,6,1,0,NORMAL,True,50
5112,301,7911,9,0,1,NORMAL,True,60
5113,442,5788,11,1,1,RISCO_ALTO,True,80
5114,252,4924,9,1,1,NORMAL,True,60
5115,143,6876,0,0,1,NORMAL,True,60
5116,259,5068,17,1,0,RISCO_ALTO,True,70
5117,251,376,13,1,1,NORMAL,False,30
5118,468,722,3,1,1,NORMAL,False,30
5119,200,9129,0,1,0,RISCO_ALTO,True,70
5120,362,753,13,0,0,NORMAL,False,0
5121,222,2842,17,0,0,NORMAL,False,0
5122,148,1685,3,1,0,NORMAL,False,20
5123,485,9544,16,1,1,RISCO_ALTO,True,80
5124,426,8463,15,1,1,RISCO_ALTO,True,80
5125,187,3826,21,1,0,NORMAL,True,50
5126,489,3194,15,1,1,NORMAL,True,60
5127,375,5559,2,1,0,RISCO_ALTO,True,70
5128,433,3192,11,1,1,NORMAL,True,60
5129,363,2615,10,1,1,NORMAL,False,30
5130,171,5893,4,1,1,RISCO_ALTO,True,80
5131,428,4805,16,0,1,NORMAL,True,40
5132,349,6101,11,1,0,RISCO_ALTO,True,70
5133,455,1375,19,1,1,NORMAL,False,30
5134,446,2059,16,0,1,NORMAL,False,10
5135,200,8451,18,1,1,RISCO_ALTO,True,80
5136,350,377,22,0,0,NORMAL,False,20
5137,359,9187,13,1,0,RISCO_ALTO,True,70
5138,468,6827,1,0,1,NORMAL,True,60
5139,245,6807,17,0,1,NORMAL,True,60
5140,399,5433,12,1,0,RISCO_ALTO,True,70
5141,392,5298,7,1,1,RISCO_ALTO,True,80
5142,183,1404,2,1,1,NORMAL,False,30
5143,473,5487,0,1,0,RISCO_ALTO,True,70
5144,392,9179,14,1,1,RISCO_ALTO,True,80
5145,384,4456,0,1,0,NORMAL,True,50
5146,253,2363,2,1,1,NORMAL,False,30
5147,422,2165,14,1,0,NORMAL,False,20
5148,403,2516,11,1,0,NORMAL,False,20
5149,453,9938,0,1,0,RISCO_ALTO,True,70
5150,100,8696,1,0,1,NORMAL,True,60
5151,186,7462,4,1,1,RISCO_ALTO,True,80
5152,140,4331,2,1,0,NORMAL,True,50
5153,127,2356,4,0,1,NORMAL,False,10
5154,315,6719,14,1,1,RISCO_ALTO,True,80
5155,427,2300,22,1,0,NORMAL,False,40
5156,109,9087,6,1,1,RISCO_ALTO,True,80
5157,225,7649,17,0,0,NORMAL,True,50
5158,187,8015,1,1,0,RISCO_ALTO,True,70
5159,368,5124,21,1,0,RISCO_ALTO,True,70
5160,389,4115,5,1,1,NORMAL,True,60
5161,174,9267,9,1,1,RISCO_ALTO,True,80
5162,465,5663,4,1,0,RISCO_ALTO,True,70
5163,331,460,22,0,0,NORMAL,False,20
5164,239,4459,1,0,0,NORMAL,True,30
5165,242,2174,17,0,0,NORMAL,False,0
5166,243,2891,11,0,0,NORMAL,False,0
5167,100,5496,8,1,0,RISCO_ALTO,True,70
5168,428,1321,6,1,0,NORMAL,False,20
5169,286,9910,4,0,1,NORMAL,True,60
5170,115,244,8,1,0,NORMAL,False,20
5171,465,5874,19,0,1,NORMAL,True,60
5172,135,8437,6,0,0,NORMAL,True,50
5173,306,8967,17,1,1,RISCO_ALTO,True,80
5174,109,7686,4,1,0,RISCO_ALTO,True,70
5175,453,4317,11,1,0,NORMAL,True,50
5176,202,9670,5,0,1,NORMAL,True,60
5177,267,6898,19,1,0,RISCO_ALTO,True,70
5178,188,9859,7,0,0,NORMAL,True,50
5179,214,224,3,1,0,NORMAL,False,20
5180,384,358,23,0,0,NORMAL,False,20
5181,210,70,6,1,1,NORMAL,False,30
5182,449,9775,21,1,1,RISCO_ALTO,True,80
5183,270,7682,5,0,1,NORMAL,True,60
5184,130,6857,10,1,1,RISCO_ALTO,True,80
5185,213,9990,0,0,1,NORMAL,True,60
5186,281,7495,20,1,0,RISCO_ALTO,True,70
5187,390,8579,21,1,0,RISCO_ALTO,True,70
5188,482,507,14,1,1,NORMAL,False,30
5189,426,2207,10,1,0,NORMAL,False,20
5190,386,9001,16,1,0,RISCO_ALTO,True,70
5191,399,8791,17,0,1,NORMAL,True,60
5192,285,306,23,1,1,NORMAL,False,50
5193,368,1080,4,1,1,NORMAL,False,30
5194,102,6908,10,0,1,NORMAL,True,60
5195,442,8008,8,1,0,RISCO_ALTO,True,70
5196,493,3414,10,1,0,NORMAL,True,50
5197,111,5237,12,1,1,RISCO_ALTO,True,80
5198,362,3075,4,1,0,NORMAL,True,50
5199,255,1143,9,1,1,NORMAL,False,30
5200,157,183,23,1,0,NORMAL,False,40
5201,220,358,6,0,1,NORMAL,False,10
5202,394,9002,8,1,1,RISCO_ALTO,True,80
5203,471,2067,19,0,0,NORMAL,False,0
5204,139,2660,13,1,1,NORMAL,False,30
5205,209,6940,13,0,0,NORMAL,True,50
5206,333,7130,20,0,0,NORMAL,True,50
5207,304,5738,3,0,1,NORMAL,True,60
5208,187,5553,4,1,0,RISCO_ALTO,True,70
5209,200,589,17,0,0,NORMAL,False,0
5210,300,4192,12,1,1,NORMAL,True,60
5211,148,9310,11,0,1,NORMAL,True,60
5212,315,7896,5,1,1,RISCO_ALTO,True,80
5213,318,3453,5,0,1,NORMAL,True,40
5214,333,2003,13,1,0,NORMAL,False,20
5215,305,7697,13,1,1,RISCO_ALTO,True,80
5216,312,1984,1,0,1,NORMAL,False,10
5217,158,2916,3,1,1,NORMAL,False,30
5218,273,2353,3,1,1,NORMAL,False,30
5219,462,2878,16,0,1,NORMAL,False,10
5220,433,2946,16,1,1,NORMAL,False,30
5221,444,2210,20,1,1,NORMAL,False,30
5222,381,8324,13,1,1,RISCO_ALTO,True,80
5223,259,6997,3,0,0,NORMAL,True,50
5224,238,5733,13,0,1,NORMAL,True,60
5225,418,8921,16,0,0,NORMAL,True,50
5226,316,9106,5,0,1,NORMAL,True,60
5227,462,838,5,0,1,NORMAL,False,10
5228,130,1094,15,0,0,NORMAL,False,0
5229,433,2796,5,1,0,NORMAL,False,20
5230,477,4127,4,0,1,NORMAL,True,40
5231,259,478,13,1,1,NORMAL,False,30
5232,264,6322,13,1,1,RISCO_ALTO,True,80
5233,343,8461,1,1,1,RISCO_ALTO,True,80
5234,198,268,22,1,1,NORMAL,False,50
5235,465,4608,6,0,0,NORMAL,True,30
5236,299,3055,11,0,1,NORMAL,True,40
5237,198,706,19,0,1,NORMAL,False,10
5238,138,353,16,1,1,NORMAL,False,30
5239,308,7748,2,1,1,RISCO_ALTO,True,80
5240,442,2665,21,0,0,NORMAL,False,0
5241,275,4389,18,0,1,NORMAL,True,40
5242,318,2397,2,1,1,NORMAL,False,30
5243,259,9375,10,1,1,RISCO_ALTO,True,80
5244,308,8961,18,1,0,RISCO_ALTO,True,70
5245,118,5833,21,0,1,NORMAL,True,60
5246,193,7336,15,1,1,RISCO_ALTO,True,80
5247,118,6303,12,0,0,NORMAL,True,50
5248,203,1316,2,0,0,NORMAL,False,0
5249,199,3050,15,0,1,NORMAL,True,40
5250,165,2820,15,1,1,NORMAL,False,30
5251,340,9238,10,1,1,RISCO_ALTO,True,80
5252,434,9435,9,1,1,RISCO_ALTO,True,80
5253,233,5277,15,0,1,NORMAL,True,60
5254,336,5709,19,1,0,RISCO_ALTO,True,70
5255,109,2349,2,1,1,NORMAL,False,30
5256,418,4612,21,1,0,NORMAL,True,50
5257,183,4338,22,1,0,RISCO_MEDIO,True,70
5258,395,9929,20,1,0,RISCO_ALTO,True,70
5259,336,1234,21,1,0,NORMAL,False,20
5260,407,5239,0,1,1,RISCO_ALTO,True,80
5261,192,3619,14,1,0,NORMAL,True,50
5262,339,833,1,1,0,NORMAL,False,20
5263,476,2965,2,0,0,NORMAL,False,0
5264,346,6081,7,1,0,RISCO_ALTO,True,70
5265,310,3662,19,0,1,NORMAL,True,40
5266,108,5209,15,0,0,NORMAL,True,50
5267,253,4674,12,1,1,NORMAL,True,60
5268,389,3033,12,1,1,NORMAL,True,60
5269,305,8838,7,0,0,NORMAL,True,50
5270,295,8488,0,0,1,NORMAL,True,60
5271,430,1512,13,0,1,NORMAL,False,10
5272,292,2375,17,0,1,NORMAL,False,10
5273,443,4222,16,0,0,NORMAL,True,30
5274,370,6614,2,1,1,RISCO_ALTO,True,80
5275,441,7261,21,0,1,NORMAL,True,60
5276,294,7492,23,1,0,RISCO_ALTO,True,90
5277,127,5601,7,1,0,RISCO_ALTO,True,70
5278,487,8867,11,0,0,NORMAL,True,50
5279,426,1559,2,1,1,NORMAL,False,30
5280,259,3271,9,0,1,NORMAL,True,40
5281,283,3263,2,1,0,NORMAL,True,50
5282,196,3943,1,1,1,NORMAL,True,60
5283,261,5934,8,0,1,NORMAL,True,60
5284,350,427,20,0,1,NORMAL,False,10
5285,467,2572,9,0,1,NORMAL,False,10
5286,486,8121,3,1,0,RISCO_ALTO,True,70
5287,327,9989,2,1,1,RISCO_ALTO,True,80
5288,154,4866,7,1,1,NORMAL,True,60
5289,141,334,3,0,1,NORMAL,False,10
5290,332,6273,5,1,0,RISCO_ALTO,True,70
5291,469,8284,21,0,0,NORMAL,True,50
5292,232,4251,0,0,0,NORMAL,True,30
5293,307,803,4,0,1,NORMAL,False,10
5294,454,3924,6,1,1,NORMAL,True,60
5295,308,7534,11,1,1,RISCO_ALTO,True,80
5296,359,89,19,0,1,NORMAL,False,10
5297,309,592,9,1,0,NORMAL,False,20
5298,389,7926,19,0,1,NORMAL,True,60
5299,308,7282,19,1,1,RISCO_ALTO,True,80
5300,388,1776,20,0,0,NORMAL,False,0
5301,285,9354,2,0,0,NORMAL,True,50
5302,161,9933,6,1,0,RISCO_ALTO,True,70
5303,382,5007,0,0,1,NORMAL,True,60
5304,494,516,2,0,0,NORMAL,False,0
5305,342,7617,7,0,0,NORMAL,True,50
5306,245,3204,2,1,0,NORMAL,True,50
5307,290,5357,16,0,0,NORMAL,True,50
5308,179,4977,9,0,1,NORMAL,True,40
5309,100,9506,4,0,0,NORMAL,True,50
5310,478,3373,1,0,0,NORMAL,True,30
5311,494,150,10,0,1,NORMAL,False,10
5312,230,9544,5,1,1,RISCO_ALTO,True,80
5313,247,4113,2,0,1,NORMAL,True,40
5314,489,2239,17,1,0,NORMAL,False,20
5315,176,9588,10,0,1,NORMAL,True,60
5316,297,768,12,0,1,NORMAL,False,10
5317,364,6132,8,1,1,RISCO_ALTO,True,80
5318,307,4783,11,0,1,NORMAL,True,40
5319,102,3302,8,0,0,NORMAL,True,30
5320,211,9060,18,1,0,RISCO_ALTO,True,70
5321,204,5394,2,0,0,NORMAL,True,50
5322,193,380,3,0,0,NORMAL,False,0
5323,307,9908,21,1,0,RISCO_ALTO,True,70
5324,475,2833,3,0,0,NORMAL,False,0
5325,272,5464,22,0,1,RISCO_MEDIO,True,80
5326,449,8437,7,0,1,NORMAL,True,60
5327,396,7210,15,0,0,NORMAL,True,50
5328,361,2553,10,0,1,NORMAL,False,10
5329,448,7174,9,1,0,RISCO_ALTO,True,70
5330,483,968,8,1,1,NORMAL,False,30
5331,353,3048,10,1,0,NORMAL,True,50
5332,201,2488,10,0,1,NORMAL,False,10
5333,167,5161,19,1,0,RISCO_ALTO,True,70
5334,483,6596,10,0,0,NORMAL,True,50
5335,421,8426,17,1,0,RISCO_ALTO,True,70
5336,156,6365,3,0,0,NORMAL,True,50
5337,344,8677,19,0,0,NORMAL,True,50
5338,309,4571,7,0,1,NORMAL,True,40
5339,467,1455,6,1,0,NORMAL,False,20
5340,110,8229,7,0,0,NORMAL,True,50
5341,310,4757,15,0,1,NORMAL,True,40
5342,165,236,19,1,1,NORMAL,False,30
5343,299,3046,19,1,1,NORMAL,True,60
5344,250,1513,3,1,0,NORMAL,False,20
5345,437,245,6,1,1,NORMAL,False,30
5346,378,9774,16,1,0,RISCO_ALTO,True,70
5347,170,5893,22,1,1,RISCO_ALTO,True,100
5348,376,8682,3,0,1,NORMAL,True,60
5349,119,4947,7,1,0,NORMAL,True,50
5350,158,1668,1,0,1,NORMAL,False,10
5351,107,9901,5,0,1,NORMAL,True,60
5352,216,633,11,0,0,NORMAL,False,0
5353,188,9700,19,0,1,NORMAL,True,60
5354,325,652,14,1,0,NORMAL,False,20
5355,393,5221,11,0,1,NORMAL,True,60
5356,331,4432,1,1,0,NORMAL,True,50
5357,454,7535,7,0,1,NORMAL,True,60
5358,273,8878,16,1,1,RISCO_ALTO,True,80
5359,159,3118,13,0,1,NORMAL,True,40
5360,400,6724,21,1,1,RISCO_ALTO,True,80
5361,436,2732,10,0,0,NORMAL,False,0
5362,284,4769,7,1,0,NORMAL,True,50
5363,178,6479,2,1,1,RISCO_ALTO,True,80
5364,465,3671,16,0,0,NORMAL,True,30
5365,139,1942,20,1,0,NORMAL,False,20
5366,389,8419,7,0,1,NORMAL,True,60
5367,142,3044,16,1,0,NORMAL,True,50
5368,173,5508,0,1,1,RISCO_ALTO,True,80
5369,227,2942,12,1,1,NORMAL,False,30
5370,183,1423,0,1,1,NORMAL,False,30
5371,481,3302,21,0,1,NORMAL,True,40
5372,486,2808,9,1,0,NORMAL,False,20
5373,485,2706,8,0,0,NORMAL,False,0
5374,237,1085,16,1,1,NORMAL,False,30
5375,235,7643,10,1,1,RISCO_ALTO,True,80
5376,226,8784,8,1,0,RISCO_ALTO,True,70
5377,366,8213,13,1,1,RISCO_ALTO,True,80
5378,215,7321,1,1,1,RISCO_ALTO,True,80
